rank,from,to,pair,tier,evidence,monthly_search_volume,region,category_from,category_to,conversion_kind,source_url
636,cbr,png,"cbr to png",TIER-2,enumerated (heuristic order),,,ebook,image,cross-category,https://cloudconvert.com/ebook-converter
637,cbz,docx,"cbz to docx",TIER-2,enumerated (heuristic order),,,ebook,document,cross-category,https://cloudconvert.com/ebook-converter
638,cbz,jpg,"cbz to jpg",TIER-2,enumerated (heuristic order),,,ebook,image,cross-category,https://cloudconvert.com/ebook-converter
639,cbz,png,"cbz to png",TIER-2,enumerated (heuristic order),,,ebook,image,cross-category,https://cloudconvert.com/ebook-converter
640,cdr,docx,"cdr to docx",TIER-2,enumerated (heuristic order),,,vector,document,cross-category,https://cloudconvert.com/vector-converter
641,cdr,jpg,"cdr to jpg",TIER-2,enumerated (heuristic order),,,vector,image,cross-category,https://cloudconvert.com/vector-converter
642,cdr,png,"cdr to png",TIER-2,enumerated (heuristic order),,,vector,image,cross-category,https://cloudconvert.com/vector-converter
647,dxf,docx,"dxf to docx",TIER-2,enumerated (heuristic order),,,vector,document,cross-category,https://cloudconvert.com/vector-converter
648,dxf,jpg,"dxf to jpg",TIER-2,enumerated (heuristic order),,,vector,image,cross-category,https://cloudconvert.com/vector-converter
649,dxf,png,"dxf to png",TIER-2,enumerated (heuristic order),,,vector,image,cross-category,https://cloudconvert.com/vector-converter
653,fb2,jpg,"fb2 to jpg",TIER-2,enumerated (heuristic order),,,ebook,image,cross-category,https://cloudconvert.com/ebook-converter
654,fb2,png,"fb2 to png",TIER-2,enumerated (heuristic order),,,ebook,image,cross-category,https://cloudconvert.com/ebook-converter
664,key,docx,"key to docx",TIER-2,enumerated (heuristic order),,,presentation,document,cross-category,https://cloudconvert.com/presentation-converter
665,key,jpg,"key to jpg",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
666,key,png,"key to png",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
671,md,jpg,"md to jpg",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
672,md,png,"md to png",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
682,numbers,docx,"numbers to docx",TIER-2,enumerated (heuristic order),,,spreadsheet,document,cross-category,https://cloudconvert.com/spreadsheet-converter
683,numbers,jpg,"numbers to jpg",TIER-2,enumerated (heuristic order),,,spreadsheet,image,cross-category,https://cloudconvert.com/spreadsheet-converter
684,numbers,png,"numbers to png",TIER-2,enumerated (heuristic order),,,spreadsheet,image,cross-category,https://cloudconvert.com/spreadsheet-converter
686,odp,jpg,"odp to jpg",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
687,odp,png,"odp to png",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
689,ods,jpg,"ods to jpg",TIER-2,enumerated (heuristic order),,,spreadsheet,image,cross-category,https://cloudconvert.com/spreadsheet-converter
690,ods,png,"ods to png",TIER-2,enumerated (heuristic order),,,spreadsheet,image,cross-category,https://cloudconvert.com/spreadsheet-converter
692,odt,jpg,"odt to jpg",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
693,odt,png,"odt to png",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
698,pages,epub,"pages to epub",TIER-2,enumerated (heuristic order),,,document,ebook,cross-category,https://cloudconvert.com/formats
699,pages,jpg,"pages to jpg",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
700,pages,png,"pages to png",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
701,pages,pptx,"pages to pptx",TIER-2,enumerated (heuristic order),,,document,presentation,cross-category,https://cloudconvert.com/formats
707,rtf,jpg,"rtf to jpg",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
708,rtf,png,"rtf to png",TIER-2,enumerated (heuristic order),,,document,image,cross-category,https://cloudconvert.com/formats
721,xlsm,docx,"xlsm to docx",TIER-2,enumerated (heuristic order),,,spreadsheet,document,cross-category,https://cloudconvert.com/spreadsheet-converter
722,xlsm,jpg,"xlsm to jpg",TIER-2,enumerated (heuristic order),,,spreadsheet,image,cross-category,https://cloudconvert.com/spreadsheet-converter
723,xlsm,png,"xlsm to png",TIER-2,enumerated (heuristic order),,,spreadsheet,image,cross-category,https://cloudconvert.com/spreadsheet-converter
746,azw,mobi,"azw to mobi",TIER-2,enumerated (heuristic order),,,ebook,ebook,same-category,https://cloudconvert.com/ebook-converter
747,azw3,mobi,"azw3 to mobi",TIER-2,enumerated (heuristic order),,,ebook,ebook,same-category,https://cloudconvert.com/ebook-converter
753,cbr,mobi,"cbr to mobi",TIER-2,enumerated (heuristic order),,,ebook,ebook,same-category,https://cloudconvert.com/ebook-converter
754,cbz,mobi,"cbz to mobi",TIER-2,enumerated (heuristic order),,,ebook,ebook,same-category,https://cloudconvert.com/ebook-converter
755,cdr,ai,"cdr to ai",TIER-2,enumerated (heuristic order),,,vector,vector,same-category,https://cloudconvert.com/vector-converter
766,dxf,ai,"dxf to ai",TIER-2,enumerated (heuristic order),,,vector,vector,same-category,https://cloudconvert.com/vector-converter
772,fb2,mobi,"fb2 to mobi",TIER-2,enumerated (heuristic order),,,ebook,ebook,same-category,https://cloudconvert.com/ebook-converter
792,key,ppt,"key to ppt",TIER-2,enumerated (heuristic order),,,presentation,presentation,same-category,https://cloudconvert.com/presentation-converter
797,md,doc,"md to doc",TIER-2,enumerated (heuristic order),,,document,document,same-category,https://cloudconvert.com/formats
813,numbers,csv,"numbers to csv",TIER-2,enumerated (heuristic order),,,spreadsheet,spreadsheet,same-category,https://cloudconvert.com/spreadsheet-converter
814,numbers,xls,"numbers to xls",TIER-2,enumerated (heuristic order),,,spreadsheet,spreadsheet,same-category,https://cloudconvert.com/spreadsheet-converter
815,odp,ppt,"odp to ppt",TIER-2,enumerated (heuristic order),,,presentation,presentation,same-category,https://cloudconvert.com/presentation-converter
818,odt,doc,"odt to doc",TIER-2,enumerated (heuristic order),,,document,document,same-category,https://cloudconvert.com/formats
833,pages,doc,"pages to doc",TIER-2,enumerated (heuristic order),,,document,document,same-category,https://cloudconvert.com/formats
834,pages,html,"pages to html",TIER-2,enumerated (heuristic order),,,document,document,same-category,https://cloudconvert.com/formats
835,pages,txt,"pages to txt",TIER-2,enumerated (heuristic order),,,document,document,same-category,https://cloudconvert.com/formats
836,pdf,abw,"pdf to abw",TIER-2,enumerated (heuristic order),,,document,document,same-category,https://cloudconvert.com/formats
837,pdf,djvu,"pdf to djvu",TIER-2,enumerated (heuristic order),,,document,document,same-category,https://cloudconvert.com/formats
838,pdf,docm,"pdf to docm",TIER-2,enumerated (heuristic order),,,document,document,same-category,https://cloudconvert.com/formats
839,pdf,dot,"pdf to dot",TIER-2,enumerated (heuristic order),,,document,document,same-category,https://cloudconvert.com/formats
840,pdf,dotx,"pdf to dotx",TIER-2,enumerated (heuristic order),,,document,document,same-category,https://cloudconvert.com/formats
841,pdf,hwp,"pdf to hwp",TIER-2,enumerated (heuristic order),,,document,document,same-category,https://cloudconvert.com/formats
842,pdf,hwpx,"pdf to hwpx",TIER-2,enumerated (heuristic order),,,document,document,same-category,https://cloudconvert.com/formats
843,pdf,lwp,"pdf to lwp",TIER-2,enumerated (heuristic order),,,document,document,same-category,https://cloudconvert.com/formats
844,pdf,rst,"pdf to rst",TIER-2,enumerated (heuristic order),,,document,document,same-category,https://cloudconvert.com/formats
845,pdf,sdw,"pdf to sdw",TIER-2,enumerated (heuristic order),,,document,document,same-category,https://cloudconvert.com/formats
846,pdf,tex,"pdf to tex",TIER-2,enumerated (heuristic order),,,document,document,same-category,https://cloudconvert.com/formats
847,pdf,wpd,"pdf to wpd",TIER-2,enumerated (heuristic order),,,document,document,same-category,https://cloudconvert.com/formats
848,pdf,wps,"pdf to wps",TIER-2,enumerated (heuristic order),,,document,document,same-category,https://cloudconvert.com/formats
849,pdf,zabw,"pdf to zabw",TIER-2,enumerated (heuristic order),,,document,document,same-category,https://cloudconvert.com/formats
860,rtf,doc,"rtf to doc",TIER-2,enumerated (heuristic order),,,document,document,same-category,https://cloudconvert.com/formats
885,xlsm,csv,"xlsm to csv",TIER-2,enumerated (heuristic order),,,spreadsheet,spreadsheet,same-category,https://cloudconvert.com/spreadsheet-converter
886,xlsm,xls,"xlsm to xls",TIER-2,enumerated (heuristic order),,,spreadsheet,spreadsheet,same-category,https://cloudconvert.com/spreadsheet-converter
897,abw,docx,"abw to docx",TIER-2,enumerated (heuristic order),,,document,document,same-category,https://cloudconvert.com/formats
899,ai,cdr,"ai to cdr",TIER-2,enumerated (heuristic order),,,vector,vector,same-category,https://cloudconvert.com/vector-converter
900,ai,dxf,"ai to dxf",TIER-2,enumerated (heuristic order),,,vector,vector,same-category,https://cloudconvert.com/vector-converter
910,azw4,epub,"azw4 to epub",TIER-2,enumerated (heuristic order),,,ebook,ebook,same-category,https://cloudconvert.com/ebook-converter
913,cbc,epub,"cbc to epub",TIER-2,enumerated (heuristic order),,,ebook,ebook,same-category,https://cloudconvert.com/ebook-converter
914,chm,epub,"chm to epub",TIER-2,enumerated (heuristic order),,,ebook,ebook,same-category,https://cloudconvert.com/ebook-converter
919,csv,numbers,"csv to numbers",TIER-2,enumerated (heuristic order),,,spreadsheet,spreadsheet,same-category,https://cloudconvert.com/spreadsheet-converter
921,csv,xlsm,"csv to xlsm",TIER-2,enumerated (heuristic order),,,spreadsheet,spreadsheet,same-category,https://cloudconvert.com/spreadsheet-converter
924,djvu,docx,"djvu to docx",TIER-2,enumerated (heuristic order),,,document,document,same-category,https://cloudconvert.com/formats
925,doc,md,"doc to md",TIER-2,enumerated (heuristic order),,,document,document,same-category,https://cloudconvert.com/formats
926,doc,odt,"doc to odt",TIER-2,enumerated (heuristic order),,,document,document,same-category,https://cloudconvert.com/formats
927,doc,pages,"doc to pages",TIER-2,enumerated (heuristic order),,,document,document,same-category,https://cloudconvert.com/formats
928,doc,rtf,"doc to rtf",TIER-2,enumerated (heuristic order),,,document,document,same-category,https://cloudconvert.com/formats
929,docm,docx,"docm to docx",TIER-2,enumerated (heuristic order),,,document,document,same-category,https://cloudconvert.com/formats
932,docx,pages,"docx to pages",TIER-2,enumerated (heuristic order),,,document,document,same-category,https://cloudconvert.com/formats
934,dot,docx,"dot to docx",TIER-2,enumerated (heuristic order),,,document,document,same-category,https://cloudconvert.com/formats
935,dotx,docx,"dotx to docx",TIER-2,enumerated (heuristic order),,,document,document,same-category,https://cloudconvert.com/formats
936,dps,pptx,"dps to pptx",TIER-2,enumerated (heuristic order),,,presentation,presentation,same-category,https://cloudconvert.com/presentation-converter
940,epub,azw,"epub to azw",TIER-2,enumerated (heuristic order),,,ebook,ebook,same-category,https://cloudconvert.com/ebook-converter
941,epub,azw3,"epub to azw3",TIER-2,enumerated (heuristic order),,,ebook,ebook,same-category,https://cloudconvert.com/ebook-converter
942,epub,cbr,"epub to cbr",TIER-2,enumerated (heuristic order),,,ebook,ebook,same-category,https://cloudconvert.com/ebook-converter
943,epub,cbz,"epub to cbz",TIER-2,enumerated (heuristic order),,,ebook,ebook,same-category,https://cloudconvert.com/ebook-converter
944,epub,fb2,"epub to fb2",TIER-2,enumerated (heuristic order),,,ebook,ebook,same-category,https://cloudconvert.com/ebook-converter
947,et,xlsx,"et to xlsx",TIER-2,enumerated (heuristic order),,,spreadsheet,spreadsheet,same-category,https://cloudconvert.com/spreadsheet-converter
984,html,pages,"html to pages",TIER-2,enumerated (heuristic order),,,document,document,same-category,https://cloudconvert.com/formats
986,htmlz,epub,"htmlz to epub",TIER-2,enumerated (heuristic order),,,ebook,ebook,same-category,https://cloudconvert.com/ebook-converter
987,hwp,docx,"hwp to docx",TIER-2,enumerated (heuristic order),,,document,document,same-category,https://cloudconvert.com/formats
988,hwpx,docx,"hwpx to docx",TIER-2,enumerated (heuristic order),,,document,document,same-category,https://cloudconvert.com/formats
1019,lit,epub,"lit to epub",TIER-2,enumerated (heuristic order),,,ebook,ebook,same-category,https://cloudconvert.com/ebook-converter
1020,lrf,epub,"lrf to epub",TIER-2,enumerated (heuristic order),,,ebook,ebook,same-category,https://cloudconvert.com/ebook-converter
1021,lwp,docx,"lwp to docx",TIER-2,enumerated (heuristic order),,,document,document,same-category,https://cloudconvert.com/formats
1037,mobi,azw,"mobi to azw",TIER-2,enumerated (heuristic order),,,ebook,ebook,same-category,https://cloudconvert.com/ebook-converter
1038,mobi,azw3,"mobi to azw3",TIER-2,enumerated (heuristic order),,,ebook,ebook,same-category,https://cloudconvert.com/ebook-converter
1039,mobi,cbr,"mobi to cbr",TIER-2,enumerated (heuristic order),,,ebook,ebook,same-category,https://cloudconvert.com/ebook-converter
1040,mobi,cbz,"mobi to cbz",TIER-2,enumerated (heuristic order),,,ebook,ebook,same-category,https://cloudconvert.com/ebook-converter
1041,mobi,fb2,"mobi to fb2",TIER-2,enumerated (heuristic order),,,ebook,ebook,same-category,https://cloudconvert.com/ebook-converter
1073,oeb,epub,"oeb to epub",TIER-2,enumerated (heuristic order),,,ebook,ebook,same-category,https://cloudconvert.com/ebook-converter
1077,pdb,epub,"pdb to epub",TIER-2,enumerated (heuristic order),,,ebook,ebook,same-category,https://cloudconvert.com/ebook-converter
1080,pml,epub,"pml to epub",TIER-2,enumerated (heuristic order),,,ebook,ebook,same-category,https://cloudconvert.com/ebook-converter
1095,pot,pptx,"pot to pptx",TIER-2,enumerated (heuristic order),,,presentation,presentation,same-category,https://cloudconvert.com/presentation-converter
1096,potx,pptx,"potx to pptx",TIER-2,enumerated (heuristic order),,,presentation,presentation,same-category,https://cloudconvert.com/presentation-converter
1099,pps,pptx,"pps to pptx",TIER-2,enumerated (heuristic order),,,presentation,presentation,same-category,https://cloudconvert.com/presentation-converter
1100,ppsx,pptx,"ppsx to pptx",TIER-2,enumerated (heuristic order),,,presentation,presentation,same-category,https://cloudconvert.com/presentation-converter
1101,ppt,key,"ppt to key",TIER-2,enumerated (heuristic order),,,presentation,presentation,same-category,https://cloudconvert.com/presentation-converter
